lp_id,lp_name,cmmt_in_vc_funds,total_cmmt_in_vc_funds,limited_partner_type,AUM,affliated_funds_num,affliated_investors_num,commitments,total_cmmt,hq_location,hq_region
318,Nacional Financiera,2.0,2.0,Economic Development Agency,15.79,3.0,2.0,3.0,3,"Mexico City, Mexico",Mexico
319,Nestle (SWX: NESN),1.0,2.0,Corporation,"24,373.26",3.0,2.0,3.0,4,"Vevey, Switzerland",Switzerland
320,New Mexico Educational Retirement Board,,24.0,Public Pension Fund,"16,000.00",3.0,1.0,3.0,245,"Santa Fe, NM",NewMexico
321,New Summit Investments,,,Wealth Management Firm,98,3.0,2.0,3.0,3,"Manchester-by-the-Sea, United Kingdom",UnitedKingdom
322,Northeastern University Endowment,3.0,7.0,Endowment,"1,469.24",3.0,2.0,3.0,10,"Boston, MA",Massachusetts
323,Nuclear Electric Insurance,3.0,13.0,Insurance Company,"5,655.36",3.0,1.0,3.0,61,"Wilmington, DE",Delaware
324,Oregon Growth Board,3.0,4.0,Economic Development Agency,185.5,3.0,2.0,3.0,4,"Salem, OR",Oregon
325,Pantheon Ventures,4.0,82.0,Fund of Funds,"77,000.00",3.0,2.0,4.0,333,"London, United Kingdom",UnitedKingdom
326,Park Street Capital,3.0,32.0,Fund of Funds,"1,115.19",3.0,3.0,3.0,44,"Boston, MA",Massachusetts
327,Partners Group Private Equity Performance Holding,3.0,89.0,Fund of Funds,706.81,3.0,3.0,3.0,363,"Saint Peter Port, United Kingdom",UnitedKingdom
328,Pivotal Ventures,3.0,6.0,Family Office (Single),,3.0,2.0,3.0,6,"Seattle, WA",Washington
329,Potenza Capital,3.0,3.0,Private Investment Fund,,3.0,1.0,3.0,3,"New York, NY",New York
330,Princess Private Equity Holding (LON: PEY),3.0,56.0,Fund of Funds,850.87,3.0,3.0,3.0,276,"Saint Peter Port, United Kingdom",UnitedKingdom
331,Private Equity Holding (SWX: PEHN),4.0,79.0,Fund of Funds,348.21,3.0,2.0,4.0,179,"Zug, Switzerland",Switzerland
332,Progress Energy Pension Plans Master Trust,,1.0,Corporate Pension,,3.0,1.0,3.0,26,"Charlotte, NC",?NorthCarolina
333,Prospect Hill Foundation,2.0,8.0,Foundation,70.65,3.0,3.0,3.0,21,"New York, NY",New York
334,Richard King Mellon Foundation,3.0,78.0,Foundation,"3,333.79",3.0,3.0,3.0,219,"Pit<sburgh, PA",Pennsylvania
335,Richard M. Fairbanks Foundation,2.0,17.0,Foundation,314.8,3.0,2.0,3.0,83,"Indianapolis, IN",Indiana
336,SAP (ETR: SAP),3.0,26.0,Corporation,"19,725.62",3.0,2.0,3.0,26,"Walldorf, Germany",Germany
337,Sequoia Capital,3.0,13.0,Direct Investment,"80,000.00",3.0,3.0,3.0,13,"Menlo Park, CA",California
338,Shelby County Retirement System,3.0,10.0,Public Pension Fund,"1,178.73",3.0,1.0,3.0,21,"Memphis, TN",Tennessee
339,Sidley Austin Master Pension Trust,3.0,52.0,Corporate Pension,956.71,3.0,2.0,3.0,184,"Chicago, IL",?Illinois
340,Silicon Valley Community Foundation Endowment Pool,3.0,14.0,Foundation,383.87,3.0,2.0,3.0,27,"Mountain View, CA",California
341,Solvay Ventures,3.0,10.0,Direct Investment,100,3.0,2.0,3.0,10,"Brussels, Belgium",Belgium
342,Spice Private Equity (SWX: SPCEJ,,20.0,Fund of Funds,230,3.0,3.0,3.0,182,"Zug, Switzerland",Switzerland
343,Stanford Management Company,3.0,27.0,Endowment,"37,800.00",3.0,1.0,3.0,43,"Stanford, CA",California
344,State of Michigan Retirement Systems,3.0,10.0,Public Pension Fund,"100,565.00",3.0,3.0,3.0,42,"East Lansing, Ml",Michigan
345,State Universities Retirement System,3.0,126.0,Public Pension Fund,"23,136.96",3.0,2.0,3.0,394,"Champaign, IL",Illinois
346,Still Water Foundation,,2.0,Foundation,,3.0,1.0,3.0,16,"Austin, TX",Texas
347,Suncor Energy (TSE: SU),1.0,2.0,Corporation,"120,000.00",3.0,2.0,3.0,4,"Calgary, Canada",Canada
348,Talcott Resolution Ufe,,9.0,Insurance Company,,3.0,1.0,3.0,112,"Windsor, CT",Connecticut
349,Texas Tech University System Endowment,,11.0,Endowment,"1,219.86",3.0,3.0,3.0,101,"Austin, TX",Texas
350,The Aaron Straus & Lillie Straus Foundation,3.0,4.0,Foundation,69.8,3.0,3.0,3.0,8,"Baltimore, MD",Maryland
351,The Duke Endowment,3.0,33.0,Foundation,"4,650.48",3.0,1.0,3.0,51,"Charlotte, NC",?NorthCarolina
352,The F.B. Heron Foundation,1.0,4.0,Foundation,331.4,3.0,2.0,3.0,9,"New York, NY",New York
353,The Ginger Murchison Foundation,1.0,1.0,Foundation,41.68,3.0,1.0,3.0,5,"Dallas, TX",Texas
354,The Glenmede Trust Company,3.0,41.0,Fund of Funds,"43,500.00",3.0,2.0,3.0,88,"Philadelphia, PA",Pennsylvania
355,The Greater Cincinnati Foundation,3.0,3.0,Foundation,823.06,3.0,2.0,3.0,3,"Cincinnati, OH",Ohio
356,The Isabel Foundation,1.0,4.0,Foundation,62.38,3.0,2.0,3.0,15,"Flint, Ml",Michigan
357,The James Irvine Foundation,3.0,64.0,Foundation,"3,589.35",3.0,2.0,3.0,135,"San Francisco, CA",California
358,The Karakin Foundation,,2.0,Foundation,222.88,3.0,1.0,3.0,14,"Abilene, TX",Texas
359,The Turn er Foundation,3.0,3.0,Foundation,26.12,3.0,3.0,3.0,13,"Springfield, OH",Ohio
360,Transamerica Life Insurance Company,3.0,6.0,Insurance Company,"65,208.35",3.0,1.0,3.0,76,"Cedar Rapids, IA",Iowa
361,University of Richmond Endowment,2.0,15.0,Endowment,"3,351.49",3.0,3.0,3.0,27,"Richmond, VA",Virginia
362,Vancity Credit Union,2.0,3.0,Corporation,"19,677.35",3.0,3.0,3.0,4,"Victoria, Canada",Canada
363,Veritas Pension Insurance,1.0,11.0,Insurance Company,"3,288.95",3.0,2.0,3.0,129,"Turku, Finland",Finland
364,Verizon Ventures,3.0,3.0,Corporation,,3.0,1.0,3.0,3,"Basking Ridge, NJ",New Jersey
365,Vermont Community Foundation,3.0,3.0,Foundation,377.06,3.0,1.0,3.0,6,"Middlebury, VT",Vermont
366,Vestcor Investment Management Corporation,3.0,3.0,Wealth Management Firm,"15,364.06",3.0,3.0,3.0,5,"Fredericton, Canada",Canada
367,William H. Miner Foundation,3.0,16.0,Foundation,89.09,3.0,2.0,3.0,46,"Chicago, IL",?Illinois
368,"William K. Bowes, Jr. Foundation",3.0,10.0,Foundation,313.49,3.0,2.0,3.0,19,"San Francisco, CA",California
369,William T. Grant Foundation,3.0,9.0,Foundation,352.57,3.0,1.0,3.0,29,"New York, NY",New York
370,Yale University Endowment,3.0,32.0,Endowment,"31,201.70",3.0,1.0,3.0,69,"New Haven, CT",Connecticut
371,3M (NYS: MMM),2.0,6.0,Corporation,"5,500.00",2.0,1.0,2.0,13,"Saint Paul, MN",Minnesota
372,50 South Capital Advisors,2.0,2.0,Investment Advisor,"11,300.00",2.0,2.0,2.0,3,"Chicago, IL",?Illinois
373,747 Capital,,,Fund of Funds,567.82,2.0,1.0,2.0,40,"New York, NY",New York
374,Aarin Capital Partners,2.0,4.0,Direct Investment,3.94,2.0,2.0,2.0,4,"Bangalore, India",India
375,Abbott Capital Management,2.0,47.0,Fund of Funds,"11,495.51",2.0,2.0,2.0,141,"New York, NY",New York
376,Abbott Laboratories Annuity Retirement Trust,,,Corporate Pension,"6,293.65",2.0,1.0,2.0,47,"Green Oaks, IL",Illinois
377,Accolade Partners,2.0,6.0,Fund of Funds,"3,600.00",2.0,2.0,2.0,7,"Washington, DC",District of Columbia
378,African Development Bank,,6.0,Banking Institution,18.73,2.0,2.0,2.0,67,"Abidjan, Ivory Coast",IvoryCoast
379,AGC (Tokyo)(TKS: 5201),2.0,3.0,Corporation,"22,477.20",2.0,1.0,2.0,3,"Tokyo, Japan",Japan
380,Alaska Permanent Fund,2.0,95.0,Endowment,"84,747.16",2.0,1.0,2.0,545,"Juneau, AK",Alaska
381,Alaska Retirement Management Board,1.0,168.0,Public Pension Fund,"42,665.15",2.0,2.0,2.0,670,"Juneau, AK",Alaska
382,Alexandria Venture Investments,2.0,4.0,Direct Investment,"2,000.00",2.0,2.0,2.0,4,"Pasadena, CA",California
383,Allianz Global Risks US Insurance Company,2.0,4.0,Insurance Company,"7,426.79",2.0,2.0,2.0,11,"Chicago, IL",?Illinois
384,Allstate Life Insurance Company,,6.0,Insurance Company,"23,898.78",2.0,2.0,2.0,234,"Northbrook, IL",Illinois
385,Afmenni Pension Fund,,3.0,Corporate Pension,"2,343.53",2.0,1.0,2.0,35,"Reykjavik, Iceland",Iceland
386,Alphabet (NAS: GOOGL),2.0,10.0,Corporation,"169,198.00",2.0,2.0,2.0,11,"Mountain View, CA",California
387,AmBex Venture Partners,2.0,5.0,Money Management Firm,,2.0,1.0,2.0,6,"Sunnyvale, CA",California
388,American Friends of the Hebrew University Charitable Common Fund,2.0,2.0,Foundation,0.47,2.0,1.0,2.0,2,"New York, NY",New York
389,American International Group Retirement Plan,2.0,10.0,Corporate Pension,"4,812.76",2.0,2.0,2.0,113,"New York, NY",New York
390,Andreessen Horowitz,2.0,7.0,Direct Investment,"54,600.00",2.0,2.0,2.0,7,"Menlo Park, CA",California
391,Andrew Wright,2.0,2.0,High-net-worth investor,,2.0,1.0,2.0,2,"Seattle, WA",Washington
392,ATS Financial,2.0,2.0,Banking Institution,"56,600.00",2.0,2.0,2.0,2,"Edmonton, Canada",Canada
393,Audible,2.0,2.0,Corporation,,2.0,1.0,2.0,2,"Newark, NJ",New Jersey
394,Badger Fund of Funds,2.0,3.0,Fund of Funds,31.5,2.0,2.0,2.0,3,"Madison, WI",Wisconsin
395,BAESystems 2000 Pension Plan,,2.0,Corporate Pension,,2.0,1.0,2.0,29,"Farnborough, United Kingdom",UnitedKingdom
396,Barclays (LON: BARC),2.0,4.0,Banking Institution,"1,099,593.44",2.0,2.0,2.0,12,"London, United Kingdom",UnitedKingdom
397,Barry Porter,2.0,2.0,High-net-worth investor,,2.0,1.0,2.0,2,"Beverly Hills, CA",California
398,BASF Venture Capital,2.0,14.0,Direct Investment,250,2.0,1.0,2.0,15,"Ludwigshafen, Germany",Germany
399,Bekaert Group (BRU: BEKB),2.0,3.0,Corporation,854.96,2.0,1.0,2.0,3,"Zwevegem, Belgium",Belgium
400,Belgian Investment Company for Developing Countries,,6.0,Economic Development Agency,"1,099.84",2.0,2.0,2.0,53,"Brussels, Belgium",Belgium
401,Ben Franklin Technology Partner of Southeastern Pennsylvania,2.0,2.0,Direct Investment,62.55,2.0,1.0,2.0,2,"Philadelphia, PA",Pennsylvania
402,Bend Foundation,2.0,2.0,Foundation,5.74,2.0,1.0,2.0,2,"Minneapolis, MN",Minnesota
403,Bessemer Venture Partners,2.0,4.0,Direct Investment,"9,971.00",2.0,2.0,2.0,4,"Redwood City, CA",California
404,BMO Financial Group (TSE: BMO),2.0,10.0,Banking Institution,"988,000.00",2.0,2.0,2.0,15,"Toromo, Canada",Canada
405,Bpifrance,2.0,146.0,Sovereign Wealth Fund,"43,785.71",2.0,2.0,2.0,268,"Maisons-AJfort, France",France
406,Breyer Capital,2.0,3.0,Direct Investment,12,2.0,1.0,2.0,3,"Menlo Park, CA",California
