fm_strategy_id,fm_id,regions,strategy
712,572,Latin America,Fund of Funds / Co-Investment
1670,572,Middle East/Africa,Fund of Funds / Co-Investment
771,572,Western Europe,Fund of Funds / Co-Investment
2092,572,North America,Mezzanine / Debt
1128,572,Asia-Pacific,Mezzanine / Debt
476,572,Central/Eastern Europe,Mezzanine / Debt
236,572,Latin America,Mezzanine / Debt
1762,572,Middle East/Africa,Mezzanine / Debt
473,572,Western Europe,Mezzanine / Debt
654,572,North America,Secondaries
1190,572,Asia-Pacific,Secondaries
1004,572,Central/Eastern Europe,Secondaries
1370,572,Latin America,Secondaries
35,572,Middle East/Africa,Secondaries
793,572,Western Europe,Secondaries
867,572,North America,Venture Capital / Growth Equity
492,572,Asia-Pacific,Venture Capital / Growth Equity
1567,572,Central/Eastern Europe,Venture Capital / Growth Equity
1257,572,Latin America,Venture Capital / Growth Equity
2095,572,Middle East/Africa,Venture Capital / Growth Equity
1712,572,Western Europe,Venture Capital / Growth Equity
1330,3122,North America,Venture Capital / Growth Equity
308,11447,North America,Buyout / Corporate Private Equity
177,11447,Asia-Pacific,Buyout / Corporate Private Equity
903,11447,Central/Eastern Europe,Buyout / Corporate Private Equity
1226,11447,Latin America,Buyout / Corporate Private Equity
370,11447,Western Europe,Buyout / Corporate Private Equity
1891,11447,North America,Other
1560,11447,Asia-Pacific,Other
1528,11447,Central/Eastern Europe,Other
426,11447,Latin America,Other
1535,11447,Western Europe,Other
1803,11447,North America,Secondaries
1697,11447,Asia-Pacific,Secondaries
1447,11447,Central/Eastern Europe,Secondaries
951,11447,Latin America,Secondaries
318,11447,Western Europe,Secondaries
1063,11447,North America,Venture Capital / Growth Equity
1631,11447,Asia-Pacific,Venture Capital / Growth Equity
206,11447,Central/Eastern Europe,Venture Capital / Growth Equity
1765,11447,Latin America,Venture Capital / Growth Equity
65,11447,Western Europe,Venture Capital / Growth Equity
2128,10954,North America,Buyout / Corporate Private Equity
73,10954,North America,Distressed / Turnaround
1777,10954,North America,Fund of Funds / Co-Investment
261,10954,North America,Mezzanine / Debt
865,10954,North America,Secondaries
1538,10954,North America,Venture Capital / Growth Equity
680,5471,North America,Venture Capital / Growth Equity
1621,1721,North America,Venture Capital / Growth Equity
1377,21294,North America,Venture Capital / Growth Equity
1124,8175,North America,Distressed / Turnaround
2157,8175,Asia-Pacific,Distressed / Turnaround
978,8175,North America,Fund of Funds / Co-Investment
1433,8175,Asia-Pacific,Fund of Funds / Co-Investment
1243,8175,North America,Mezzanine / Debt
209,8175,Asia-Pacific,Mezzanine / Debt
1011,8175,North America,Other
1687,8175,Asia-Pacific,Other
1372,8175,North America,Venture Capital / Growth Equity
208,8175,Asia-Pacific,Venture Capital / Growth Equity
1269,8175,Western Europe,Venture Capital / Growth Equity
1622,1626,North America,Buyout / Corporate Private Equity
1783,1626,North America,Secondaries
1473,13242,,
1014,950,North America,Buyout / Corporate Private Equity
1196,950,Asia-Pacific,Buyout / Corporate Private Equity
337,950,Central/Eastern Europe,Buyout / Corporate Private Equity
2046,950,Latin America,Buyout / Corporate Private Equity
1403,950,Middle East/Africa,Buyout / Corporate Private Equity
1646,950,Western Europe,Buyout / Corporate Private Equity
193,950,North America,Distressed / Turnaround
506,950,Asia-Pacific,Distressed / Turnaround
433,950,Central/Eastern Europe,Distressed / Turnaround
324,950,Latin America,Distressed / Turnaround
2088,950,Middle East/Africa,Distressed / Turnaround
35,950,Western Europe,Distressed / Turnaround
1603,950,North America,Mezzanine / Debt
507,950,Asia-Pacific,Mezzanine / Debt
2014,950,Central/Eastern Europe,Mezzanine / Debt
538,950,Middle East/Africa,Mezzanine / Debt
1651,950,Western Europe,Mezzanine / Debt
470,950,North America,Venture Capital / Growth Equity
921,950,Asia-Pacific,Venture Capital / Growth Equity
1876,950,Central/Eastern Europe,Venture Capital / Growth Equity
609,950,Latin America,Venture Capital / Growth Equity
183,950,Middle East/Africa,Venture Capital / Growth Equity
2079,950,Western Europe,Venture Capital / Growth Equity
887,6856,North America,Buyout / Corporate Private Equity
1867,6856,North America,Fund of Funds / Co-Investment
998,6856,North America,Mezzanine / Debt
385,6856,North America,Venture Capital / Growth Equity
10,15068,Western Europe,Buyout / Corporate Private Equity
1372,15068,Central/Eastern Europe,Buyout / Corporate Private Equity
1735,15068,Western Europe,Secondaries
447,15068,Central/Eastern Europe,Secondaries
646,15068,Western Europe,Venture Capital / Growth Equity
2194,15068,Central/Eastern Europe,Venture Capital / Growth Equity
131,331,North America,Buyout / Corporate Private Equity
1013,331,Asia-Pacific,Buyout / Corporate Private Equity
1635,331,Central/Eastern Europe,Buyout / Corporate Private Equity
1721,331,Latin America,Buyout / Corporate Private Equity
1001,331,Middle East/Africa,Buyout / Corporate Private Equity
468,331,Western Europe,Buyout / Corporate Private Equity
553,331,North America,Distressed / Turnaround
1842,331,Asia-Pacific,Distressed / Turnaround
1651,331,Central/Eastern Europe,Distressed / Turnaround
600,331,Latin America,Distressed / Turnaround
72,331,Middle East/Africa,Distressed / Turnaround
1681,331,Western Europe,Distressed / Turnaround
920,331,North America,Fund of Funds / Co-Investment
476,331,Asia-Pacific,Fund of Funds / Co-Investment
817,331,Central/Eastern Europe,Fund of Funds / Co-Investment
1575,331,Latin America,Fund of Funds / Co-Investment
1185,331,Middle East/Africa,Fund of Funds / Co-Investment
447,331,Western Europe,Fund of Funds / Co-Investment
1466,331,North America,Mezzanine / Debt
1491,331,Asia-Pacific,Mezzanine / Debt
1997,331,Central/Eastern Europe,Mezzanine / Debt
1992,331,Latin America,Mezzanine / Debt
1859,331,Middle East/Africa,Mezzanine / Debt
467,331,Western Europe,Mezzanine / Debt
769,331,North America,Secondaries
1638,331,Asia-Pacific,Secondaries
1580,331,Central/Eastern Europe,Secondaries
1898,331,Latin America,Secondaries
1702,331,Middle East/Africa,Secondaries
695,331,Western Europe,Secondaries
2133,331,North America,Venture Capital / Growth Equity
1618,331,Asia-Pacific,Venture Capital / Growth Equity
736,331,Central/Eastern Europe,Venture Capital / Growth Equity
2005,331,Latin America,Venture Capital / Growth Equity
2002,331,Middle East/Africa,Venture Capital / Growth Equity
682,331,Western Europe,Venture Capital / Growth Equity
421,17926,,
1501,11004,North America,Venture Capital / Growth Equity
2150,19926,Asia-Pacific,Venture Capital / Growth Equity
728,13530,North America,Buyout / Corporate Private Equity
425,13530,Asia-Pacific,Buyout / Corporate Private Equity
517,13530,Western Europe,Buyout / Corporate Private Equity
330,13530,North America,Secondaries
2025,13530,Asia-Pacific,Secondaries
3,13530,Western Europe,Secondaries
1240,13530,North America,Venture Capital / Growth Equity
938,13530,Asia-Pacific,Venture Capital / Growth Equity
2019,13530,Western Europe,Venture Capital / Growth Equity
874,7753,North America,Buyout / Corporate Private Equity
401,7753,Asia-Pacific,Buyout / Corporate Private Equity
989,7753,Central/Eastern Europe,Buyout / Corporate Private Equity
1725,7753,Western Europe,Buyout / Corporate Private Equity
747,7753,North America,Fund of Funds / Co-Investment
1813,7753,Asia-Pacific,Fund of Funds / Co-Investment
1219,7753,Central/Eastern Europe,Fund of Funds / Co-Investment
294,7753,Western Europe,Fund of Funds / Co-Investment
1274,7753,North America,Venture Capital / Growth Equity
2088,7753,Asia-Pacific,Venture Capital / Growth Equity
177,7753,Central/Eastern Europe,Venture Capital / Growth Equity
1262,7753,Western Europe,Venture Capital / Growth Equity
485,14128,North America,Venture Capital / Growth Equity
1750,6673,North America,Buyout / Corporate Private Equity
113,6673,North America,Distressed / Turnaround
1346,6673,North America,Venture Capital / Growth Equity
1094,7671,North America,Venture Capital / Growth Equity
742,1733,North America,Venture Capital / Growth Equity
1313,1733,Central/Eastern Europe,Venture Capital / Growth Equity
212,1733,Western Europe,Venture Capital / Growth Equity
1296,4060,North America,Buyout / Corporate Private Equity
1185,4060,North America,Fund of Funds / Co-Investment
109,4060,North America,Mezzanine / Debt
814,4060,North America,Venture Capital / Growth Equity
560,14335,North America,Venture Capital / Growth Equity
2100,7918,North America,Venture Capital / Growth Equity
354,7918,Western Europe,Venture Capital / Growth Equity
1110,5220,North America,Buyout / Corporate Private Equity
663,5220,North America,Distressed / Turnaround
1142,5220,North America,Fund of Funds / Co-Investment
888,5220,North America,Mezzanine / Debt
1030,5220,North America,Secondaries
945,5220,North America,Venture Capital / Growth Equity
172,7425,North America,Buyout / Corporate Private Equity
1151,7425,Asia-Pacific,Buyout / Corporate Private Equity
1630,7425,Central/Eastern Europe,Buyout / Corporate Private Equity
688,7425,Latin America,Buyout / Corporate Private Equity
234,7425,Middle East/Africa,Buyout / Corporate Private Equity
325,7425,Western Europe,Buyout / Corporate Private Equity
1981,7425,North America,Fund of Funds / Co-Investment
137,7425,Asia-Pacific,Fund of Funds / Co-Investment
189,7425,Central/Eastern Europe,Fund of Funds / Co-Investment
609,7425,Latin America,Fund of Funds / Co-Investment
1015,7425,Middle East/Africa,Fund of Funds / Co-Investment
1073,7425,Western Europe,Fund of Funds / Co-Investment
652,7425,North America,Mezzanine / Debt
2043,7425,Asia-Pacific,Mezzanine / Debt
1554,7425,Central/Eastern Europe,Mezzanine / Debt
1053,7425,Latin America,Mezzanine / Debt
2006,7425,Middle East/Africa,Mezzanine / Debt
1865,7425,Western Europe,Mezzanine / Debt
1804,7425,North America,Secondaries
491,7425,Asia-Pacific,Secondaries
141,7425,Central/Eastern Europe,Secondaries
1774,7425,Latin America,Secondaries
1449,7425,Middle East/Africa,Secondaries
164,7425,Western Europe,Secondaries
1412,7425,North America,Venture Capital / Growth Equity
674,7425,Asia-Pacific,Venture Capital / Growth Equity
1133,7425,Central/Eastern Europe,Venture Capital / Growth Equity
237,7425,Latin America,Venture Capital / Growth Equity
1975,7425,Middle East/Africa,Venture Capital / Growth Equity
771,7425,Western Europe,Venture Capital / Growth Equity
398,3822,North America,Buyout / Corporate Private Equity
1834,3822,Asia-Pacific,Buyout / Corporate Private Equity
1689,3822,Central/Eastern Europe,Buyout / Corporate Private Equity
859,3822,Latin America,Buyout / Corporate Private Equity
521,3822,Middle East/Africa,Buyout / Corporate Private Equity
150,3822,Western Europe,Buyout / Corporate Private Equity
1982,3822,North America,Distressed / Turnaround
1261,3822,Asia-Pacific,Distressed / Turnaround
1931,3822,Central/Eastern Europe,Distressed / Turnaround
1563,3822,Latin America,Distressed / Turnaround
450,3822,Middle East/Africa,Distressed / Turnaround
532,3822,Western Europe,Distressed / Turnaround
875,3822,North America,Fund of Funds / Co-Investment
1949,3822,Asia-Pacific,Fund of Funds / Co-Investment
873,3822,Central/Eastern Europe,Fund of Funds / Co-Investment
1314,3822,Latin America,Fund of Funds / Co-Investment
1147,3822,Middle East/Africa,Fund of Funds / Co-Investment
1812,3822,Western Europe,Fund of Funds / Co-Investment
868,7884,Central/Eastern Europe,Buyout / Corporate Private Equity
690,7884,Western Europe,Buyout / Corporate Private Equity
1463,7884,Central/Eastern Europe,Fund of Funds / Co-Investment
855,7884,Western Europe,Fund of Funds / Co-Investment
655,7884,Western Europe,Mezzanine / Debt
108,7884,North America,Venture Capital / Growth Equity
544,7884,Central/Eastern Europe,Venture Capital / Growth Equity
56,7884,Western Europe,Venture Capital / Growth Equity
2146,19594,North America,Venture Capital / Growth Equity
246,19594,Central/Eastern Europe,Venture Capital / Growth Equity
1101,22631,North America,Venture Capital / Growth Equity
1759,22631,Western Europe,Venture Capital / Growth Equity
806,22631,Asia-Pacific,Venture Capital / Growth Equity
1521,1665,North America,Mezzanine / Debt
482,1665,Western Europe,Mezzanine / Debt
715,1665,North America,Venture Capital / Growth Equity
428,1665,Central/Eastern Europe,Venture Capital / Growth Equity
137,1665,Western Europe,Venture Capital / Growth Equity
1695,13429,North America,Venture Capital / Growth Equity
1324,10941,North America,Buyout / Corporate Private Equity
1538,10941,Western Europe,Buyout / Corporate Private Equity
2106,10941,Central/Eastern Europe,Buyout / Corporate Private Equity
273,10941,Asia-Pacific,Buyout / Corporate Private Equity
642,10941,North America,Secondaries
940,10941,Western Europe,Secondaries
1805,10941,Central/Eastern Europe,Secondaries
1491,10941,Asia-Pacific,Secondaries
84,10941,North America,Venture Capital / Growth Equity
1967,10941,Western Europe,Venture Capital / Growth Equity
540,10941,Central/Eastern Europe,Venture Capital / Growth Equity
106,10941,Asia-Pacific,Venture Capital / Growth Equity
1675,3988,North America,Buyout / Corporate Private Equity
1143,3988,Asia-Pacific,Buyout / Corporate Private Equity
1017,3988,Central/Eastern Europe,Buyout / Corporate Private Equity
619,3988,Latin America,Buyout / Corporate Private Equity
1375,3988,Middle East/Africa,Buyout / Corporate Private Equity
1509,3988,Western Europe,Buyout / Corporate Private Equity
1404,3988,North America,Distressed / Turnaround
1222,3988,Asia-Pacific,Distressed / Turnaround
1466,3988,Central/Eastern Europe,Distressed / Turnaround
365,3988,Latin America,Distressed / Turnaround
582,3988,Middle East/Africa,Distressed / Turnaround
1590,3988,Western Europe,Distressed / Turnaround
1474,3988,North America,Other
2050,3988,Asia-Pacific,Other
2002,3988,Central/Eastern Europe,Other
1943,3988,Latin America,Other
619,3988,Middle East/Africa,Other
1188,3988,Western Europe,Other
1429,3988,North America,Secondaries
2024,3988,Asia-Pacific,Secondaries
1292,3988,Central/Eastern Europe,Secondaries
6,3988,Latin America,Secondaries
1845,3988,Middle East/Africa,Secondaries
364,3988,Western Europe,Secondaries
2042,3988,North America,Venture Capital / Growth Equity
628,3988,Asia-Pacific,Venture Capital / Growth Equity
1824,3988,Central/Eastern Europe,Venture Capital / Growth Equity
1418,3988,Latin America,Venture Capital / Growth Equity
356,3988,Middle East/Africa,Venture Capital / Growth Equity
971,3988,Western Europe,Venture Capital / Growth Equity
64,2333,North America,Other
904,2333,North America,Secondaries
981,2333,Asia-Pacific,Secondaries
553,2333,Central/Eastern Europe,Secondaries
173,2333,Latin America,Secondaries
1629,2333,Middle East/Africa,Secondaries
89,2333,Western Europe,Secondaries
1353,2333,North America,Venture Capital / Growth Equity
77,2333,Asia-Pacific,Venture Capital / Growth Equity
687,2333,Central/Eastern Europe,Venture Capital / Growth Equity
2029,2333,Western Europe,Venture Capital / Growth Equity
499,6562,North America,Venture Capital / Growth Equity
1138,6562,Western Europe,Venture Capital / Growth Equity
2,6562,Asia-Pacific,Venture Capital / Growth Equity
1987,11518,North America,Venture Capital / Growth Equity
54,1393,North America,Buyout / Corporate Private Equity
392,1393,Asia-Pacific,Buyout / Corporate Private Equity
1469,1393,Central/Eastern Europe,Buyout / Corporate Private Equity
1487,1393,Latin America,Buyout / Corporate Private Equity
1405,1393,Middle East/Africa,Buyout / Corporate Private Equity
956,1393,Western Europe,Buyout / Corporate Private Equity
799,1393,North America,Distressed / Turnaround
297,1393,Asia-Pacific,Distressed / Turnaround
365,1393,Central/Eastern Europe,Distressed / Turnaround
641,1393,Latin America,Distressed / Turnaround
1329,1393,Middle East/Africa,Distressed / Turnaround
1842,1393,Western Europe,Distressed / Turnaround
366,1393,North America,Fund of Funds / Co-Investment
1045,1393,Asia-Pacific,Fund of Funds / Co-Investment
624,1393,Central/Eastern Europe,Fund of Funds / Co-Investment
1431,1393,Latin America,Fund of Funds / Co-Investment
2085,1393,Middle East/Africa,Fund of Funds / Co-Investment
1873,1393,Western Europe,Fund of Funds / Co-Investment
592,1393,North America,Mezzanine / Debt
1381,1393,Asia-Pacific,Mezzanine / Debt
508,1393,Central/Eastern Europe,Mezzanine / Debt
722,1393,Latin America,Mezzanine / Debt
1687,1393,Middle East/Africa,Mezzanine / Debt
2099,1393,Western Europe,Mezzanine / Debt
1897,1393,North America,Secondaries
355,1393,Asia-Pacific,Secondaries
423,1393,Central/Eastern Europe,Secondaries
1884,1393,Latin America,Secondaries
149,1393,Middle East/Africa,Secondaries
368,1393,Western Europe,Secondaries
297,1393,North America,Venture Capital / Growth Equity
1025,1393,Asia-Pacific,Venture Capital / Growth Equity
2173,1393,Central/Eastern Europe,Venture Capital / Growth Equity
2102,1393,Latin America,Venture Capital / Growth Equity
56,1393,Middle East/Africa,Venture Capital / Growth Equity
76,1393,Western Europe,Venture Capital / Growth Equity
1099,6680,North America,Buyout / Corporate Private Equity
972,6680,Asia-Pacific,Buyout / Corporate Private Equity
2117,6680,Western Europe,Buyout / Corporate Private Equity
541,6680,North America,Distressed / Turnaround
1227,6680,Asia-Pacific,Distressed / Turnaround
1388,6680,Western Europe,Distressed / Turnaround
263,6680,North America,Mezzanine / Debt
1664,6680,Asia-Pacific,Mezzanine / Debt
1599,6680,Western Europe,Mezzanine / Debt
1700,17029,Western Europe,Buyout / Corporate Private Equity
1453,17029,Central/Eastern Europe,Buyout / Corporate Private Equity
1362,17029,Asia-Pacific,Buyout / Corporate Private Equity
1173,17029,Western Europe,Fund of Funds / Co-Investment
874,17029,Central/Eastern Europe,Fund of Funds / Co-Investment
1726,17029,Asia-Pacific,Fund of Funds / Co-Investment
216,17029,Western Europe,Secondaries
182,17029,Central/Eastern Europe,Secondaries
975,17029,Asia-Pacific,Secondaries
1831,17029,Western Europe,Venture Capital / Growth Equity
1765,17029,Central/Eastern Europe,Venture Capital / Growth Equity
1416,17029,Asia-Pacific,Venture Capital / Growth Equity
1902,13880,North America,Buyout / Corporate Private Equity
58,13880,North America,Fund of Funds / Co-Investment
1343,13880,North America,Mezzanine / Debt
682,16726,North America,Venture Capital / Growth Equity
1127,16726,Western Europe,Venture Capital / Growth Equity
818,16726,Central/Eastern Europe,Venture Capital / Growth Equity
2186,16726,Middle East/Africa,Venture Capital / Growth Equity
570,1643,Western Europe,Buyout / Corporate Private Equity
924,20738,North America,Mezzanine / Debt
1355,20738,North America,Secondaries
2115,20738,North America,Venture Capital / Growth Equity
2114,2861,North America,Buyout / Corporate Private Equity
506,2861,Central/Eastern Europe,Buyout / Corporate Private Equity
1436,2861,Western Europe,Buyout / Corporate Private Equity
1845,2861,North America,Distressed / Turnaround
1388,2861,Central/Eastern Europe,Distressed / Turnaround
2018,2861,Western Europe,Distressed / Turnaround
1593,2861,North America,Fund of Funds / Co-Investment
371,2861,Central/Eastern Europe,Fund of Funds / Co-Investment
960,2861,Western Europe,Fund of Funds / Co-Investment
968,2861,North America,Secondaries
1522,2861,Central/Eastern Europe,Secondaries
1684,2861,Western Europe,Secondaries
400,2861,North America,Venture Capital / Growth Equity
110,2861,Central/Eastern Europe,Venture Capital / Growth Equity
1486,2861,Western Europe,Venture Capital / Growth Equity
2176,8968,Western Europe,Venture Capital / Growth Equity
973,18735,North America,Fund of Funds / Co-Investment
1451,18735,Western Europe,Fund of Funds / Co-Investment
185,18735,Central/Eastern Europe,Fund of Funds / Co-Investment
2151,18735,Middle East/Africa,Fund of Funds / Co-Investment
477,18735,Asia-Pacific,Fund of Funds / Co-Investment
1185,18735,Latin America,Fund of Funds / Co-Investment
110,1627,Central/Eastern Europe,Buyout / Corporate Private Equity
301,1627,Western Europe,Buyout / Corporate Private Equity
1808,13102,,
1074,2978,North America,Buyout / Corporate Private Equity
1477,2978,Asia-Pacific,Buyout / Corporate Private Equity
1063,2978,Central/Eastern Europe,Buyout / Corporate Private Equity
1192,2978,Latin America,Buyout / Corporate Private Equity
1743,2978,Middle East/Africa,Buyout / Corporate Private Equity
1135,2978,Western Europe,Buyout / Corporate Private Equity
2158,2978,North America,Fund of Funds / Co-Investment
600,2978,Asia-Pacific,Fund of Funds / Co-Investment
350,2978,Central/Eastern Europe,Fund of Funds / Co-Investment
1859,2978,Latin America,Fund of Funds / Co-Investment
1518,2978,Middle East/Africa,Fund of Funds / Co-Investment
905,2978,Western Europe,Fund of Funds / Co-Investment
1171,2978,North America,Mezzanine / Debt
1807,2978,Asia-Pacific,Mezzanine / Debt
861,2978,Central/Eastern Europe,Mezzanine / Debt
235,2978,Latin America,Mezzanine / Debt
11,2978,Middle East/Africa,Mezzanine / Debt
1695,2978,Western Europe,Mezzanine / Debt
361,2978,North America,Secondaries
25,2978,Asia-Pacific,Secondaries
1207,2978,Central/Eastern Europe,Secondaries
469,2978,Latin America,Secondaries
844,2978,Middle East/Africa,Secondaries
1275,2978,Western Europe,Secondaries
43,2978,North America,Venture Capital / Growth Equity
1857,2978,Asia-Pacific,Venture Capital / Growth Equity
600,2978,Central/Eastern Europe,Venture Capital / Growth Equity
1425,2978,Latin America,Venture Capital / Growth Equity
70,2978,Middle East/Africa,Venture Capital / Growth Equity
432,2978,Western Europe,Venture Capital / Growth Equity
1207,9100,North America,Venture Capital / Growth Equity
820,9100,Western Europe,Venture Capital / Growth Equity
1251,9100,Central/Eastern Europe,Venture Capital / Growth Equity
1304,9100,Middle East/Africa,Venture Capital / Growth Equity
492,9100,Asia-Pacific,Venture Capital / Growth Equity
1119,6376,North America,Venture Capital / Growth Equity
296,11636,Asia-Pacific,Buyout / Corporate Private Equity
819,11636,Asia-Pacific,Distressed / Turnaround
166,11636,Asia-Pacific,Fund of Funds / Co-Investment
1951,11636,Asia-Pacific,Mezzanine / Debt
174,11636,Asia-Pacific,Secondaries
309,11636,Asia-Pacific,Venture Capital / Growth Equity
1529,12779,North America,Buyout / Corporate Private Equity
1803,12779,Western Europe,Buyout / Corporate Private Equity
1718,12779,Central/Eastern Europe,Buyout / Corporate Private Equity
1494,12779,Middle East/Africa,Buyout / Corporate Private Equity
64,12779,Asia-Pacific,Buyout / Corporate Private Equity
1148,12779,Latin America,Buyout / Corporate Private Equity
1953,12779,North America,Distressed / Turnaround
964,12779,Western Europe,Distressed / Turnaround
208,12779,Central/Eastern Europe,Distressed / Turnaround
2110,12779,Middle East/Africa,Distressed / Turnaround
1946,12779,Asia-Pacific,Distressed / Turnaround
1580,12779,Latin America,Distressed / Turnaround
522,12779,North America,Secondaries
676,12779,Western Europe,Secondaries
1914,12779,Central/Eastern Europe,Secondaries
474,12779,Middle East/Africa,Secondaries
1258,12779,Asia-Pacific,Secondaries
121,12779,Latin America,Secondaries
2158,12779,North America,Venture Capital / Growth Equity
1396,12779,Western Europe,Venture Capital / Growth Equity
1528,12779,Central/Eastern Europe,Venture Capital / Growth Equity
148,12779,Middle East/Africa,Venture Capital / Growth Equity
465,12779,Asia-Pacific,Venture Capital / Growth Equity
122,12779,Latin America,Venture Capital / Growth Equity
1057,3652,North America,Fund of Funds / Co-Investment
1690,3652,Asia-Pacific,Fund of Funds / Co-Investment
541,3652,North America,Venture Capital / Growth Equity
1043,3652,Asia-Pacific,Venture Capital / Growth Equity
353,8768,Middle East/Africa,Venture Capital / Growth Equity
9,8768,Western Europe,Venture Capital / Growth Equity
530,8230,North America,Fund of Funds / Co-Investment
340,8230,Central/Eastern Europe,Fund of Funds / Co-Investment
679,8230,Middle East/Africa,Fund of Funds / Co-Investment
469,8230,Western Europe,Fund of Funds / Co-Investment
692,8230,North America,Secondaries
462,8230,Central/Eastern Europe,Secondaries
850,8230,Middle East/Africa,Secondaries
494,8230,Western Europe,Secondaries
926,8230,North America,Venture Capital / Growth Equity
1105,8230,Central/Eastern Europe,Venture Capital / Growth Equity
1340,8230,Middle East/Africa,Venture Capital / Growth Equity
776,8230,Western Europe,Venture Capital / Growth Equity
1981,14669,North America,Buyout / Corporate Private Equity
1333,14669,North America,Fund of Funds / Co-Investment
984,14669,North America,Mezzanine / Debt
500,14669,North America,Venture Capital / Growth Equity
